result_type,id,status,json_endpoint,created_at,processe_at,google_url,raw_html_file,total_time_taken,engine,q,location_requested,location_used,google_domain,device,hl,gl,block_position,position,title,query,price,currency,link,serpapi_link,tracking_link,description,displayed_link,thumbnail,favicon,snippet,snippet_highlighted_words,source
metadata,64f05e420f986612e4790c25,Success,https://serpapi.com/searches/0fe38a9c64a5b7b7/64f05e420f986612e4790c25.json,2023-08-31 09:32:50 UTC,,https://www.google.co.in/search?q=instant+food+online&oq=instant+food+online&uule=w+CAIQICIRTWFoYXJhc2h0cmEsSW5kaWE&hl=en&gl=in&start=0&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/0fe38a9c64a5b7b7/64f05e420f986612e4790c25.html,2.47,,,,,,,,,,,,,,,,,,,,,,,,
search_parameters,,,,,,,,,google,instant food online,"Maharashtra, India","Maharashtra,India",google.co.in,desktop,en,in,,,,,,,,,,,,,,,,
organic,,,,,,,,,,,,,,,,,,1,Instant Food,,,,https://www.amazon.in/Instant-Food/s?k=Instant+Food,,,,https://www.amazon.in › Instant-Food › k=Instant+Food,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a608481c60483b971afa10321e80f77570286.jpeg,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084a1cbd3ea2d04fdf3d45a58ff0ad2967e.png,Amazon.in: Instant Food. ... FREE Delivery over ₹499. Fulfilled by Amazon. ... As fast as 2 hours delivery on orders above ₹ 499 of Fresh items.,,Amazon.in
organic,,,,,,,,,,,,,,,,,,2,Buy Ready to Eat Meals Online in India,,,,"https://www.flipkart.com/ready-to-eat/pr?sid=eat,xn7,dsl",,,,https://www.flipkart.com › ready-to-eat,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084111aeeb10c29da61bbc618d3011bdf51.jpeg,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a608468ddcc91cad16ad4dfec23aa9dd5b2af.png,Ready To Eat Meals: Buy Ready to Eat Snacks and Meals at India's best online shopping store. ✓Genuine Products ✓Best Offers.,,Flipkart
organic,,,,,,,,,,,,,,,,,,3,Buy Ready to Eat Food Products Online at Best Prices,,,,https://www.bigbasket.com/pc/snacks-branded-foods/ready-to-cook-eat/heat-eat-ready-meals/,,,,https://www.bigbasket.com › ... › Ready to cook & eat,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a60844dabb329bf2a478777215de1cbdc8efd.jpeg,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a608453f428a940b4646280177619f9cff9c7.png,Just order from our ready to eat food online page at bigbasket and allow us to cater to your food cravings. Right from those chatpata snacks to full spread ...,,BigBasket
organic,,,,,,,,,,,,,,,,,,4,Instant Meals,,,,https://mealofthemoment.com/collections/all-dabbas,,,,https://mealofthemoment.com › collections › all-dabbas,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084efbddfb4fa92012e0c138ed426e9a290.jpeg,,"Be the first to know about exciting new flavors and offers, please enter your email address below.",,MOM Meal of the Moment
organic,,,,,,,,,,,,,,,,,,5,"Shop Ready Meals, Instant Mixes & Gourmet Foods Online",,,,https://mirchi.com/instant-foods,,,,https://mirchi.com › instant-foods,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a60849ff00dac6d76aaaf99e088acbaa5d73d.jpeg,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a60848f9a9233da2847eb867bfa932e318357.png,"Discover a wide range of ready meals, instant mixes, and gourmet foods at Mirchi.com. Enjoy delicious and convenient options for quick meals and snacks.",,mirchi.com
organic,,,,,,,,,,,,,,,,,,6,Aashirvaad Instant Meals,,,,https://aashirvaad.com/Instant-meal.aspx,,,,https://aashirvaad.com › Instant-meal,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdizWxl1a0fK7KLqMjE0yAV5g0tYBuBdYULdECeEfcMVkr2d_DluFI&usqp=CAE&s,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a60842f37e6c4752e71faa5b720ba93558ac1.png,"Aashirvaad best healthy instant meals ready in minutes with boiling water and includes Khatta Meetha Poha, Veggie Upma, Suji Halwa with Jaggery, ...",,Aashirvaad
organic,,,,,,,,,,,,,,,,,,7,Instant Food Products,,,,https://www.vishalam.com/collections/instant-food-products,,,,https://www.vishalam.com › collections › instant-food...,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnYdha7yaGlGxS_VSE-e2hKtm1czDfnv_qW6z-yodzpnV5NnXXKHHr&usqp=CAE&s,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a608413a893df97e0f14dd222a4e30eecf9b4.jpeg,India's Largest Traditional Home-made Food Products Global Online Store since 2012. Traditional Bakshanam; Spice Products; Instant ...,,Balali's Vishalam
organic,,,,,,,,,,,,,,,,,,8,Buy Instant Food Online - Instant Meal - InstaFood,,,,https://shopinstafood.com/shop/,,,,https://shopinstafood.com › shop,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQO75_BIJnFcS7e-WgbXTvUekg_Pvv8LdzJMLA3nJkFDYqs-e67Kqpo&usqp=CAE&s,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084d2adea27b675694db8665912d1076353.png,Shop ready-to-eat food products online. Get your favorite Indian meals ready in a minute. Taste delicious foods at the best price. Order now!,,shopinstafood.com
organic,,,,,,,,,,,,,,,,,,9,"Buy Instant Meals, Instant Food Online at Best Price",,,,https://paytmmall.com/fmcg-meals-instant-food-glpid-101466,,,,https://paytmmall.com › Health & Lifestyle › Foods,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a608452258cde156862f65c0c4e0d171a3a4e.png,"Buy Ready to Eat food in India at our online branded foods store. Paytm Mall offers ready to eat food, Instant Meals, Instant Food at the best prices.",,Paytm Mall
organic,,,,,,,,,,,,,,,,,,10,Desimealz: Ready to Eat Indian Food online at best price,,,,https://www.desimealz.com/,,,,https://www.desimealz.com,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZkUv4rL-hhcLs-fTspes2K8kPRECyTeIACIkcH9sew3pN8hmn69bF&usqp=CAE&s,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,Buy Ready To Eat Indian Food Online at best price. Choose from wide range of ready to eat foods offered by Desimealz. Order Now!,,Desimealz
shopping_result,,,,,,,,,,,,,,,,,top,1,Trial Pack | 2 meals | 200gm Vegetarian Meal / 2 Meals / 200 gm,,₹399,,https://nutsovermutts.com/products/trial-pack?variant=41185820737715&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/2be273a763b740097027e6996058433338feba3f86b1c2aea8b14bc157c5fbb5.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,
shopping_result,,,,,,,,,,,,,,,,,top,2,Aashirvaad Instant Meals Veggie Upma Cup 80G,,₹55,,https://itcstore.in/products/aashirvaad-instant-meals-veggie-upma-cup-80g-andhra-anp?variant=40659121668150&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/2be273a763b740097027e6996058433354ef1f269d28cfcc4d6c6b3dd467ad5f.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,
shopping_result,,,,,,,,,,,,,,,,,top,3,"Instafeast Breakfast Combo, (Combo of 6 X 80g) Sabudhana Upma, Lemon Poha, Tamarind Poha, Masala Vermicelli, Pongal, Bisibelebath | Instant Mix,",,₹309,,https://www.amazon.in/Express-Feast-Breakfast-Sabudhana-Vermicillie/dp/B07BWRJWC7?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A321RC482A8L2M,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/2be273a763b740097027e69960584333eb9b85e7cb6ca39e6ae556668abdcd88.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,
shopping_result,,,,,,,,,,,,,,,,,top,4,"Organic Roots Jain Khichdi | Instant Nutritious Meal with No Onion or Garlic |Healthy Snacks,Ready to Eat Meal,No MSG,No Preservatives| 55Gms | Full ",,₹149,,https://www.organicroots.in/product/organic-roots-jain-khichdi-instant-nutritious-meal-with-no-onion-or-garlic-healthy-snacksready-to-eat-mealno-msgno-preservatives-full-meal-2/,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/2be273a763b740097027e69960584333393e5d8822b4c52aeee9308eaa73f74c.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,
shopping_result,,,,,,,,,,,,,,,,,top,5,Aashirvaad Instant Mini Idli Sambar 75g,,₹75,,https://itcstore.in/products/aashirvaad-instant-mini-idli-sambar-75g-maharashtra-sow?variant=40142601257014&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/2be273a763b740097027e6996058433349aee0d39900e03376f8a2f1fb413def.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,
shopping_result,,,,,,,,,,,,,,,,,top,6,Sorrentina Italian Meal Combo,,"₹1,200",,https://www.sorrentina.in/products/for-the-class-apart-sibling-italian-meal-combo?variant=40234165174295&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/2be273a763b740097027e69960584333a364b3fd36a78e947869f4a8dc6ac573.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,
shopping_result,,,,,,,,,,,,,,,,,top,7,Buy Bhuna Masala Gravy In India - Conscious Food 300g,,₹149,,https://www.consciousfood.com/products/bhuna-masala-gravy-new?variant=44490468229372&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/2be273a763b740097027e69960584333672654d676cd3179018a6f8513f22c77.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,
shopping_result,,,,,,,,,,,,,,,,,top,8,Mini Breakfast Combo (8 Flours into 1 Pack) - 1600 gm - Rustik Paushtiq,,₹570,,https://rustikpaushtiq.in/product/mini-breakfast-combo-8-flours-into-1-pack-protein-rich-dosa-multigrain-thalipeeth-methi-paratha-palak-paratha-pattagobhi-paratha-mix-veg-paratha-warai-dosa-upawas-bhajani/,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/2be273a763b740097027e6996058433374e6938d37d7029233186b557a604b46.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,
shopping_result,,,,,,,,,,,,,,,,,top,9,"Kitchens of India Ready to Eat DAL MAKHNI - Heat and Eat, Indian Meal",,₹99,,https://itcstore.in/products/kitchens-of-india-ready-to-eat-dal-makhni-heat-and-eat-indian-meal-india-products?variant=39308123013174&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/2be273a763b740097027e6996058433397b6705191fba13a915f846e83620b12.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,
shopping_result,,,,,,,,,,,,,,,,,top,10,Haldiram'S Ready To Eats Combo Pack 1800 G,,₹608,,http://www.flipkart.com/haldiram-s-ready-eats-combo-pack-1800-g/p/itmf3bb546znsh5y?pid=RMDF3B7CWKUZ6HUA&lid=LSTRMDF3B7CWKUZ6HUAD8SXMR&marketplace=FLIPKART&cmpid=content_ready-meal_8965229628_gmc,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/2be273a763b740097027e69960584333fcbf9104e3138c56d4f5ea2ba2b3bf48.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,
shopping_result,,,,,,,,,,,,,,,,,top,11,"Aashirvaad Aloo Paratha, 400g",,₹150,,https://itcstore.in/products/aashirvaad-aloo-paratha-400g-bangalore-blr?variant=40489864855606&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/2be273a763b740097027e699605843333866198ff53e7666a6f87c1214d0a8e7.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,
shopping_result,,,,,,,,,,,,,,,,,top,12,"Kitchens of India Ready Meals VEGETABLE PULAO - Heat and Eat, Indian Meal",,₹104,,https://itcstore.in/products/kitchens-of-india-ready-meals-vegetable-pulao-heat-and-eat-indian-meal-india-products?variant=39308842762294&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/2be273a763b740097027e69960584333873d4fe1f63256daab1b75c1cd0bd81d.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,
shopping_result,,,,,,,,,,,,,,,,,top,13,Aashirvaad Instant Meals Veggie Upma Pouch 60g,,₹27,,https://itcstore.in/products/aashirvaad-instant-meals-veggie-upma-pouch-60g-mumbai-bom?variant=39300427776054&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/2be273a763b740097027e69960584333d8ba3ea0d22c23b99b4700a36032c177.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,
inline_product,,,,,,,,,,,,,,,,,,1,Aashirvaad Instant Meals Veggie Upma Cup 80G,,52,₹,,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/ce4abae8322bb47cd32be70a2399fd8dcff6553a51ed2036bfc0dcfd205f2021.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,JioMart
inline_product,,,,,,,,,,,,,,,,,,2,"MOM Meal of the Moment, Instant Meals Pack of 2 Veg Biryani with Shahi Gravy, Fried Rice with Schezwan Gravy, and Red Thai Curry Rice",,396,₹,,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/ce4abae8322bb47cd32be70a2399fd8d6b1499e969d8ddcd81f794cec8e9c2f7.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,Amazon.in
inline_product,,,,,,,,,,,,,,,,,,3,"Tanawades Smart Food Instant Mix - Multigrain Methi Paratha, 200 g",,90,₹,,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/ce4abae8322bb47cd32be70a2399fd8d935669a67ee67db563c16675493dca81.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,bigbasket.com
inline_product,,,,,,,,,,,,,,,,,,4,MAGGI 2-Minute Spicy Manchurian Noodles,,80,₹,,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/ce4abae8322bb47cd32be70a2399fd8de1a3c8b112c4e6be4dc10c9470d47e45.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,blinkit
inline_product,,,,,,,,,,,,,,,,,,5,"Poha with Bhujia, 80g - Ready to Eat | Instant Food | No Added Preservatives | MOM Meal of the Moment",,55,₹,,,,,,https://serpapi.com/searches/64f05e420f986612e4790c25/images/ce4abae8322bb47cd32be70a2399fd8d9b0c701973d74f37bd7022318935365a.webp,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,MOM Meal of the Moment
inline_product,,,,,,,,,,,,,,,,,,6,"Tanawade's SMART FOOD Methi Paratha Dual Instant Methi Paratha, Upwas Thalipeeth Mix, Ready To Cook, Home Food With Hand Picked Flavours - Pack Of 2",,281,₹,,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTkdjcjK1LmBVjeezo32qOHokgixQaYLrVi7taa_Juy8JhkH5xLxJiho9LEYHE3tvPff4F1luQ8FG9ZvNQd6imX0DCtBXg-B8dSbBKEPsTVvQqi5AvLH7Lb,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,jiomart.com
inline_product,,,,,,,,,,,,,,,,,,7,Mom Meal of the Moment Meal Box Combo,,261,₹,,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSKJBUzCBVAmKOl1_QoXIFv9etT5wVQU_l6R3eJUbyYHXKonxMzDzhvdA-_-eppKd37DmG6tIiOTal3NSWGGv3xWj_uYfl3AlX0xjqv_HHJCmFlbkrQmqMe5g,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,Amazon.in
inline_product,,,,,,,,,,,,,,,,,,8,Instafood Pulav | Ready To Cook Instant Food | Just Add Water And Cook 600 G,,579,₹,,,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQvdWt-l9GvrdRNkA_rrWMx8sXBqiUGLFA9FdsX06TXk1k7iEs5DE9STQPeKQsg3IsCMzGE7GVus3jb1BOkWs__U7O0jZoyfTxKKc-K6sAk8HtbPWpcby6kqg,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,Flipkart
inline_product,,,,,,,,,,,,,,,,,,9,MOM Meal of the Moment Idli Sambar 90g,,243,₹,,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSQhvFvTyiGVRCclqnTY6o8FVk_6yt_CwO_I4BvJ-qIWMc41_yB7hn4IFRjHR9xLj1Kt1BzS-xe4Due9CiKLXKMCyfo508i-o0iBluLpMCH7rPiXFjEw7-h7g,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,Amazon.in
inline_product,,,,,,,,,,,,,,,,,,10,"Instafeast Breakfast Combo, (Combo of 6 X 80g) Sabudhana Upma, Lemon Poha, Tamarind Poha, Masala Vermicelli, Pongal, Bisibelebath | Instant Mix,",,309,₹,,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSPHnU6daMoL2SssQe5solEwvJzleQiEPm_f3hpsNr-oDKSdgsZsOr13da3zYfbEcy78UaP6904mqqAdsP6F-exGytckkg4J1Zbsru26RGrZbxVI-yZU7ZX,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,Amazon.in
inline_product,,,,,,,,,,,,,,,,,,11,MOM Meal of the Moment Veg Biryani with Shahi Gravy,,267,₹,,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ9zYRx4I6XVMM0fo4xaEh9oWCEZytX8DI4Xk8aanVlsFyOM98dRSsaukBUtb1XbuzsmxZF4AdGrGwMrmnZQ0qPt0MVfOb0G1LnjXFfZByEDoqLb122v-tK,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,Amazon.in
inline_product,,,,,,,,,,,,,,,,,,12,Maggi 2 Minute Noodles Masala,,22,₹,,,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRQQL0P9iB7qI8Rrd-CUH8y1BuDIM-TDRPnoHdcBBLUiQrgl9LZvRx240U1YlfHz9ZkamDlS211Mb2ZC8cKr8xw40EK5_ArxSM7REqRbg,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,JioMart
inline_product,,,,,,,,,,,,,,,,,,13,Gits Ready Meals VEG Pulao,,140,₹,,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRW1dM_JFP2JeErL7Ro3C5FpsPiNcb5TLWUPPEfKstO9OpT2-NN5Oi_CLah4FY_4iEvkLft5L72XUYTtuUBwOG7VZGH5tgu-LvGlxoXMro0z_XDIceh_rvS,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,Amazon.in
inline_product,,,,,,,,,,,,,,,,,,14,Wai Wai Instant Noodles,,90,₹,,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRqHkHlmyPdzrxwDK903Bn9MzbFAEmnh5TZO-eprakKzkmYl-ckwfT2udCFp0RuXuk2KTEgs5CTaB1ZI3-UuL3rVSkGyRUO5oKVpgfnzYc,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,Amazon.in
inline_product,,,,,,,,,,,,,,,,,,15,Gits Instant Rice Idli Breakfast Mix,,320,₹,,,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRVDCSKir1XgdfGtsXkeN3XembpJavwJg2JMPbH3qKQLfdxY2UYd8lEGQ88BHuBRzK6ZvIFUkBh-e613O-KsOZR3po9jnqYCpMTBA5DBt4ulPcStfhq9QTINg,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,Amazon.in
inline_product,,,,,,,,,,,,,,,,,,16,Sunfeast Yippee Quik Mealz Chicken Delight Instant Cup Noodles - 70 g,,25,₹,,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQij9IhI3IUzfVBIW2sLwoZchC9ANdZg28s6qY0clTlR8lvLOyyViLGsmZmUBjf1XxczriHFGVhaMweNu65P3HxpJ_qH8wIemoLL2rpT-jAj_FsZ9VgDpSz,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,blinkit
inline_product,,,,,,,,,,,,,,,,,,17,"Desi Mealz Ready to Eat Food Products Instant Healthy Breakfast - Indian,Tasty and Healthy Ready to Eat Food Packed Food, Best Travel Food Each 80 gm",,420,₹,,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR3ENYzqpf9CprQbBMmdlY-8vL0zZccA96VpkohTfHFPoLiZbEoMR1eoSvoKYsvfexx1SFbhq-Y3bKxh4-fmcVZsusK4BkP6sh0A_FV2L2zkAAYt5eAvNOQow,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,Amazon.in
inline_product,,,,,,,,,,,,,,,,,,18,"Idli Sambar, 90g - Ready to Eat | Instant Food | No Added Preservatives | MOM Meal of the Moment",,90,₹,,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRvmuBSUPA0IqLL723OIoQxM8zds_OqMGs30kYtccwXqtCVyBdzWcar1TkAKV8GuuPcXKWQ2IX2edCqarckDmc-6H1NmTSPGm1obTzl-k6SJrmLWQuib3bbVA,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,MOM Meal of the Moment
inline_product,,,,,,,,,,,,,,,,,,19,Yu Chilli Manchurian Instant Cup Noodles,,49,₹,,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRZ9vjjzYk9QO-JFAc-yvVoI4vFGVkjshDHGMwJ9fEIwp8YA-c8dF-DS33O5ultnWJZE23w0XFUSi06zn_o5eUvhMsejsCFXdatdd1XIA69,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,blinkit
inline_product,,,,,,,,,,,,,,,,,,20,Instamunch Ready to Cook Instant Food Mix - Badshahi Khichdi Mix,,54,₹,,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTuGF8GsDa5DsvlJKcc9BSKG6wfLz6u6UQan3HAnGjVhTRXdPzQdbCfGwu9VGp9uxxzc3QiLjp7j27zK3UtiiPWxcCjeXsWgzWYfbotbN0,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,Amazon.in
inline_product,,,,,,,,,,,,,,,,,,21,MOM Meal of the Moment Khatta Metha Poha Pouch,,135,₹,,,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ00ytEEU2t6t4W1tE0D2qSXZ4XZ3b-e4wHKDK3j6CGh-pMQqZy_VNtwiL533C7ejGB8xCp_TghPNXaGTRssn8Q_y1crAM4Tj5d1BVUDBTCdFGNTkgCnpO3,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,Amazon.in
inline_product,,,,,,,,,,,,,,,,,,22,MTR Instant Rava Idli Mix,,74,₹,,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSxM8pdSoss-RsygVFqAZJymY9KEH2v6wULnS9ZVLcrGGu-KvqpI82sgWmTvFkqL4I1K1GsI-kIldNVyME5_1DsZ8TBS3SsQCCevKqqCg,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,JioMart
inline_product,,,,,,,,,,,,,,,,,,23,MOM Meal of the Moment Fried Rice with Schezwan Gravy,,267,₹,,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS1NSjZyYa7KAsCZOuBU6LoqbITFkrHoQJEsq1CqXZB0e22iC_qG4bxk36WdNHNxmCgRfV4XhbOPJOq-z6dL58_G_Uw1vAXu0e3xATZMSYwyVSWxr0OJYab,https://serpapi.com/searches/64f05e420f986612e4790c25/images/c40aa74691b613401531db77d05a6084f4e5785fd21101f640e983eddc949b19.png,,,Amazon.in
